2017-12-20 15:07:18,144 - Administrator login
2017-12-20 15:07:18,794 - Initialize UI
2017-12-20 15:07:19,244 - Initialize sequence table
2017-12-20 15:07:20,564 - ThreadID1:Initialize sequence tree
2017-12-20 15:07:20,934 - ZMQ Server Start, Port: 5555
2017-12-20 15:45:16,265 - 注意安全后门在打开
2017-12-20 15:45:16,335 - 注意安全前门在打开
2017-12-20 15:45:16,476 - 注意安全后门在打开
2017-12-20 15:45:16,526 - 注意安全前门在打开
2017-12-20 15:45:16,655 - 注意安全后门在打开
2017-12-20 15:45:16,686 - 注意安全前门在打开
2017-12-20 15:45:16,806 - 注意安全后门在打开
2017-12-20 15:45:16,846 - 注意安全前门在打开
2017-12-20 15:45:16,966 - 注意安全后门在打开
2017-12-20 15:45:16,966 - 注意安全前门在打开
2017-12-20 15:45:17,086 - 注意安全后门在打开
2017-12-20 15:45:17,126 - 注意安全前门在打开
2017-12-20 15:45:17,196 - 注意安全后门在打开
2017-12-20 15:45:17,196 - 注意安全前门在打开
2017-12-20 15:45:17,296 - 注意安全后门在打开
2017-12-20 15:45:17,355 - timed out
2017-12-20 15:45:17,375 - 注意安全前门在打开
2017-12-20 15:45:17,536 - 注意安全后门在打开
2017-12-20 15:45:17,545 - 注意安全前门在打开
2017-12-20 15:45:17,705 - 注意安全后门在打开
2017-12-20 15:45:17,756 - 注意安全前门在打开
2017-12-20 15:45:17,895 - 注意安全后门在打开
2017-12-20 15:45:17,956 - 注意安全前门在打开
2017-12-20 15:45:18,086 - 注意安全后门在打开
2017-12-20 15:45:18,135 - 注意安全前门在打开
2017-12-20 15:45:18,265 - 注意安全后门在打开
2017-12-20 15:45:18,286 - 注意安全前门在打开
2017-12-20 15:45:18,415 - 注意安全后门在打开
2017-12-20 15:45:18,415 - 注意安全前门在打开
2017-12-20 15:45:18,595 - 注意安全后门在打开
2017-12-20 15:45:18,696 - 注意安全前门在打开
2017-12-20 15:45:18,855 - 注意安全后门在打开
2017-12-20 15:45:18,865 - 注意安全前门在打开
2017-12-20 15:45:19,025 - 注意安全后门在打开
2017-12-20 15:45:19,065 - 注意安全前门在打开
2017-12-20 15:45:19,176 - 注意安全后门在打开
2017-12-20 15:45:19,225 - 注意安全前门在打开
2017-12-20 15:45:19,335 - 注意安全后门在打开
2017-12-20 15:45:19,366 - timed out
2017-12-20 15:45:19,415 - 注意安全前门在打开
2017-12-20 15:45:19,465 - Administrator login
