2017-12-27 10:01:05,897 - timed out
2017-12-27 10:01:06,487 - Administrator login
2017-12-27 10:01:06,758 - Initialize UI
2017-12-27 10:01:06,918 - Initialize sequence table
2017-12-27 10:01:06,967 - 注意安全后门在打开
2017-12-27 10:01:07,398 - ThreadID1:Initialize sequence tree
2017-12-27 10:01:07,808 - ZMQ Server Start, Port: 5555
2017-12-27 10:01:07,918 - timed out
2017-12-27 10:01:08,028 - 注意安全前门在打开
2017-12-27 10:01:09,078 - 急停被按下
2017-12-27 10:01:09,927 - timed out
2017-12-27 10:01:10,337 - 注意安全后门在打开
2017-12-27 10:01:11,398 - 注意安全前门在打开
2017-12-27 10:01:11,967 - timed out
2017-12-27 10:01:12,417 - 急停被按下
2017-12-27 10:01:13,537 - 注意安全后门在打开
2017-12-27 10:01:13,987 - timed out
2017-12-27 10:01:14,548 - 注意安全前门在打开
2017-12-27 10:01:15,577 - 急停被按下
2017-12-27 10:01:15,998 - timed out
2017-12-27 10:01:16,727 - 注意安全后门在打开
2017-12-27 10:01:17,737 - 注意安全前门在打开
2017-12-27 10:01:18,007 - timed out
2017-12-27 10:01:18,878 - 注意安全后门在打开
2017-12-27 10:01:19,907 - 注意安全前门在打开
2017-12-27 10:01:20,017 - timed out
2017-12-27 10:01:21,648 - 注意安全后门在打开
2017-12-27 10:01:26,048 - timed out
2017-12-27 10:01:55,017 - Administrator login
2017-12-27 10:01:55,068 - Initialize UI
2017-12-27 10:01:55,118 - Initialize sequence table
2017-12-27 10:01:55,278 - timed out
2017-12-27 10:01:56,318 - 注意安全后门在打开
2017-12-27 10:01:57,278 - timed out
2017-12-27 10:01:57,328 - ThreadID1:Initialize sequence tree
2017-12-27 10:01:57,337 - 注意安全前门在打开
2017-12-27 10:01:57,337 - ZMQ Server Start, Port: 5555
2017-12-27 10:01:58,478 - 注意安全后门在打开
2017-12-27 10:01:59,278 - timed out
2017-12-27 10:01:59,507 - 注意安全前门在打开
2017-12-27 10:02:00,617 - 注意安全后门在打开
2017-12-27 10:02:01,288 - timed out
2017-12-27 10:02:01,648 - 注意安全前门在打开
2017-12-27 10:02:02,747 - 注意安全后门在打开
2017-12-27 10:02:03,288 - timed out
2017-12-27 10:02:03,777 - 注意安全前门在打开
2017-12-27 10:02:08,368 - timed out
2017-12-27 10:03:06,907 - Administrator login
2017-12-27 10:03:06,958 - Initialize UI
2017-12-27 10:03:07,017 - Initialize sequence table
2017-12-27 10:03:07,247 - ThreadID1:Initialize sequence tree
2017-12-27 10:03:07,368 - ZMQ Server Start, Port: 5555
2017-12-27 10:03:07,577 - timed out
2017-12-27 10:03:08,727 - 注意安全后门在打开
2017-12-27 10:03:09,598 - timed out
2017-12-27 10:03:09,868 - 注意安全前门在打开
2017-12-27 10:03:11,007 - 注意安全后门在打开
2017-12-27 10:03:11,608 - timed out
2017-12-27 10:03:12,038 - 注意安全前门在打开
2017-12-27 10:03:13,628 - timed out
2017-12-27 10:03:13,788 - 注意安全后门在打开
2017-12-27 10:03:14,808 - 注意安全前门在打开
2017-12-27 10:03:15,638 - timed out
2017-12-27 10:03:16,487 - 注意安全后门在打开
2017-12-27 10:03:17,528 - 注意安全前门在打开
2017-12-27 10:03:17,657 - timed out
2017-12-27 10:03:19,097 - 注意安全后门在打开
2017-12-27 10:03:19,667 - timed out
2017-12-27 10:03:20,118 - 注意安全前门在打开
2017-12-27 10:03:21,687 - timed out
2017-12-27 10:03:21,718 - 注意安全后门在打开
2017-12-27 10:03:22,727 - 注意安全前门在打开
2017-12-27 10:03:23,707 - timed out
2017-12-27 10:03:24,478 - 注意安全后门在打开
2017-12-27 10:03:25,497 - 注意安全前门在打开
2017-12-27 10:03:25,747 - timed out
2017-12-27 10:03:27,118 - 注意安全后门在打开
2017-12-27 10:03:27,767 - timed out
2017-12-27 10:03:28,137 - 注意安全前门在打开
2017-12-27 10:03:29,788 - timed out
2017-12-27 10:03:29,808 - 注意安全后门在打开
2017-12-27 10:03:30,817 - 注意安全前门在打开
2017-12-27 10:03:31,798 - timed out
2017-12-27 10:03:32,478 - 注意安全后门在打开
2017-12-27 10:03:33,507 - 注意安全前门在打开
2017-12-27 10:03:33,838 - timed out
2017-12-27 10:03:35,097 - X轴伺服报警
2017-12-27 10:03:35,848 - timed out
2017-12-27 10:03:36,118 - 注意安全后门在打开
2017-12-27 10:03:37,158 - 注意安全前门在打开
2017-12-27 10:03:37,857 - timed out
2017-12-27 10:03:38,187 - X轴报警QD75P4轴1报警
2017-12-27 10:03:39,848 - X轴伺服报警
2017-12-27 10:03:39,857 - timed out
2017-12-27 10:03:40,868 - 注意安全后门在打开
2017-12-27 10:03:41,868 - timed out
2017-12-27 10:03:41,967 - 注意安全前门在打开
2017-12-27 10:03:43,017 - X轴报警QD75P4轴1报警
2017-12-27 10:03:43,888 - timed out
2017-12-27 10:03:44,727 - X轴伺服报警
2017-12-27 10:03:45,798 - 注意安全后门在打开
2017-12-27 10:03:45,897 - timed out
2017-12-27 10:03:46,868 - 注意安全前门在打开
2017-12-27 10:03:47,927 - timed out
2017-12-27 10:03:47,947 - X轴报警QD75P4轴1报警
2017-12-27 10:03:49,598 - X轴伺服报警
2017-12-27 10:03:49,937 - timed out
2017-12-27 10:03:50,657 - 注意安全后门在打开
2017-12-27 10:03:51,697 - 注意安全前门在打开
2017-12-27 10:03:51,958 - timed out
2017-12-27 10:03:52,727 - X轴报警QD75P4轴1报警
2017-12-27 10:03:53,967 - timed out
2017-12-27 10:03:54,447 - X轴伺服报警
2017-12-27 10:03:55,478 - 注意安全后门在打开
2017-12-27 10:03:55,987 - timed out
2017-12-27 10:03:56,518 - 注意安全前门在打开
2017-12-27 10:03:57,558 - X轴报警QD75P4轴1报警
2017-12-27 10:03:57,998 - timed out
2017-12-27 10:03:59,247 - X轴伺服报警
2017-12-27 10:04:00,007 - timed out
2017-12-27 10:04:00,278 - 注意安全后门在打开
2017-12-27 10:04:01,308 - 注意安全前门在打开
2017-12-27 10:04:02,017 - timed out
2017-12-27 10:04:02,328 - X轴报警QD75P4轴1报警
2017-12-27 10:04:04,028 - timed out
2017-12-27 10:04:04,028 - X轴伺服报警
2017-12-27 10:04:05,048 - 注意安全后门在打开
2017-12-27 10:04:06,048 - timed out
2017-12-27 10:04:06,057 - 注意安全前门在打开
2017-12-27 10:04:07,068 - X轴报警QD75P4轴1报警
2017-12-27 10:04:08,057 - timed out
2017-12-27 10:04:08,648 - X轴伺服报警
2017-12-27 10:04:09,657 - 注意安全后门在打开
2017-12-27 10:04:10,088 - timed out
2017-12-27 10:04:10,678 - 注意安全前门在打开
2017-12-27 10:04:11,697 - X轴报警QD75P4轴1报警
2017-12-27 10:04:12,097 - timed out
2017-12-27 10:04:13,388 - X轴伺服报警
2017-12-27 10:04:14,118 - timed out
2017-12-27 10:04:14,427 - 注意安全后门在打开
2017-12-27 10:05:17,697 - Administrator login
2017-12-27 10:05:17,758 - Initialize UI
2017-12-27 10:05:17,788 - Initialize sequence table
2017-12-27 10:05:17,888 - timed out
2017-12-27 10:05:18,937 - 注意安全后门在打开
2017-12-27 10:05:19,518 - ThreadID1:Initialize sequence tree
2017-12-27 10:05:19,577 - ZMQ Server Start, Port: 5555
2017-12-27 10:05:19,918 - timed out
2017-12-27 10:05:19,958 - 注意安全前门在打开
2017-12-27 10:05:21,217 - 注意安全后门在打开
2017-12-27 10:05:21,927 - timed out
